property#,owner_id,street_address,apt#,city,state,zip_code,home_type,bedrooms,bathrooms,sq_feet,lot_size,year_built,architecture,pool,property_taxes,condo_fees,when_bought,remaining_mortgage
1658,7454,24207 Turner Square,93,Ebonyshire,Pennsylvania,35337,condo,8,3,4800, NULL ,1921,mediterranean,Y, NULL ,58,1992,230320
1659,8688,390 Rolfson Causeway,408,Glenview,Hawaii,33836,condo,3,1,2100, NULL ,2019,ranch,N, NULL ,25,2015,28125
1660,8377,86459 Kayley Land,446,Burleson,Oklahoma,94186,condo,12,4,6900, NULL ,1975,contemporary,N, NULL ,83,2023,10357.5
1661,7196,37030 Rath Crossing,219,Hayesside,Alabama,39810,condo,11,2,6200, NULL ,1979,italian,N, NULL ,74,2023,9287.5
1662,6723,60654 Ted Heights,119,Pflugerville,Montana,61861,condo,6,4,3900, NULL ,1947,georgian,N, NULL ,47,1986,222585
1663,6487,3195 Kory Views,398,Caldwell,Kansas,10032,condo,7,1,4100, NULL ,1976,greek,N, NULL ,49,2009,91875
1664,4799,9926 Donnelly Parkways,456,Fort Cornelius,South Dakota,97867,condo,10,10,6500, NULL ,2010,french,Y, NULL ,79,2016,78580
1665,8615,17032 Lester Plains,157,San Diego,Oregon,58160,condo,8,5,5000, NULL ,1957,modern,Y, NULL ,60,2019,37587.5
1666,92,59070 Gerlach Oval,470,Fort Raul,Arizona,11375,condo,1,1,1100, NULL ,1945,gothic,Y, NULL ,13,2009,24375
1667,2284,222 Weissnat Manor,294,North Fabianborough,Michigan,43660,condo,4,4,2900, NULL ,1987,prairie,N, NULL ,35,2015,39217.5
1668,6514,760 Nader Parkways,484,Dareland,Connecticut,72416,condo,8,4,4900, NULL ,2007,rowhouse,N, NULL ,59,2023,7357.5
1669,7557,5705 Ernestine Viaduct,487,Fernecester,Massachusetts,14619,condo,11,1,6100, NULL ,1954,antebellum,Y, NULL ,73,2015,82125
1670,553,61386 Schamberger Highway,275,Magdalenmouth,West Virginia,39219,condo,12,8,7300, NULL ,1986,federal,N, NULL ,88,1993,341000
1671,8255,26863 Hilpert Viaduct,84,West Zander,Kansas,96239,condo,2,2,1700, NULL ,1957,farmhouse,N, NULL ,20,2017,17762.5
1672,8311,24408 Dickens Mount,362,New Franz,New Mexico,66414,condo,2,1,1600, NULL ,1928,saltbox,N, NULL ,19,2004,47500
1673,2216,651 Kamron Court,407,Ruthiehaven,New Hampshire,33960,condo,1,1,1100, NULL ,1960,A-frame,Y, NULL ,13,2006,29250
1674,2986,86381 Jazmyn Rest,214,Port Alizaberg,Idaho,39658,condo,8,1,4600, NULL ,2017,spanish,N, NULL ,55,2007,116875
1675,5124,911 Clint Circles,210,Fort Edgarburgh,Kansas,66351,condo,6,1,3600, NULL ,1943,cabin,Y, NULL ,43,1988,193500
1676,1018,8934 O'Reilly Ford,461,Tarachester,Virginia,47621,condo,6,6,4100, NULL ,1938,colonial,N, NULL ,49,1997,166860
1677,3363,79595 Ondricka Inlet,72,Kirstenmouth,Arkansas,84310,condo,12,4,6900, NULL ,1999,cape cod,Y, NULL ,83,2010,145005
1678,5728,66468 Zboncak Station,381,Volkmanbury,Alabama,19099,condo,9,2,5200, NULL ,1927,country,Y, NULL ,62,2007,132387.5
1679,1999,92476 Nasir Harbor,499,South Charlie,Illinois,24683,condo,2,2,1700, NULL ,1975,victorian,Y, NULL ,20,2015,22837.5
1680,718,471 Douglas Tunnel,241,Port Vita,South Dakota,89784,condo,2,1,1600, NULL ,1993,tudor,N, NULL ,19,2023,2375
1681,5564,58904 Dylan Club,96,Salt Lake City,Kentucky,75168,condo,11,2,6200, NULL ,1997,craftsman,N, NULL ,74,2022,18575
1682,5997,1475 Blaze Crossroad,296,Guaynabo,Montana,20119,condo,1,1,1100, NULL ,1962,cottage,N, NULL ,13,1990,55250
1683,4763,38570 Connelly Spurs,89,Port Mayra,Wisconsin,93197,condo,4,1,2600, NULL ,1966,mediterranean,N, NULL ,31,1994,116250
1684,1262,8463 Turner Coves,111,Monroeton,North Dakota,63752,condo,11,4,6400, NULL ,1995,ranch,N, NULL ,77,1999,240187.5
1685,6805,764 Bailey Mews,86,Shanahanfort,Massachusetts,67332,condo,12,2,6700, NULL ,1985,contemporary,N, NULL ,80,2022,20075
1686,2637,6082 Ebert Common,121,Port Einar,Tennessee,49902,condo,7,7,4700, NULL ,1949,italian,Y, NULL ,57,2013,77990
1687,7989,76794 Dion Burg,67,Toms River,New Mexico,79155,condo,10,5,6000, NULL ,2004,georgian,N, NULL ,72,2001,207402.5
1688,3678,292 Funk Ranch,138,La Mirada,Virginia,98615,condo,5,5,3500, NULL ,1932,greek,Y, NULL ,42,1989,184362.5
1689,1867,9401 Rogers Canyon,66,Port Ebba,Oregon,3952,condo,8,2,4700, NULL ,1954,french,Y, NULL ,56,1985,274462.5
1690,922,92402 Elinor Brook,121,Port Christafield,Georgia,7280,condo,1,1,1100, NULL ,1985,modern,N, NULL ,13,2010,22750
1691,6583,8375 Hailee Falls,9,Fort Maxine,Delaware,55064,condo,5,2,3200, NULL ,1928,gothic,Y, NULL ,38,1991,157987.5
1692,9639,924 Raymond Canyon,77,Connport,New York,47290,condo,7,6,4600, NULL ,2011,prairie,Y, NULL ,55,2001,159390
1693,4769,9789 Klein Drive,20,South Wallace,Arkansas,31419,condo,7,5,4500, NULL ,1995,rowhouse,Y, NULL ,54,2023,6767.5
1694,3848,7895 Cormier Lock,268,Fort Jalenborough,Missouri,8093,condo,1,1,1100, NULL ,2006,antebellum,N, NULL ,13,2002,35750
1695,9867,46623 Roxane Valley,460,Port Tod,Massachusetts,93941,condo,6,4,3900, NULL ,2014,federal,N, NULL ,47,1985,228442.5
1696,7530,30480 Imogene Creek,500,Denesikcester,Illinois,32376,condo,4,4,2900, NULL ,1971,farmhouse,N, NULL ,35,2015,39217.5
1697,6401,57093 Walker Estate,393,Highlands Ranch,Oklahoma,92056,condo,11,1,6100, NULL ,2014,saltbox,Y, NULL ,73,2016,73000
1698,266,798 Lou Loaf,301,Walkerworth,Wisconsin,17813,condo,9,2,5200, NULL ,1929,A-frame,N, NULL ,62,2020,31150
1699,1308,1120 Edgardo River,96,Fadelport,Illinois,57772,condo,5,3,3300, NULL ,1947,spanish,N, NULL ,40,1985,192952.5
1700,7419,10881 Jacobi Ramp,358,Wintheiserchester,South Carolina,89957,condo,8,7,5200, NULL ,1939,cabin,Y, NULL ,63,2020,31360
1701,203,796 Nettie Fields,261,South Earlene,Illinois,81193,condo,4,3,2800, NULL ,1969,colonial,N, NULL ,34,2016,33580
1702,883,965 Spinka Mission,282,Dearborn,California,5931,condo,6,3,3800, NULL ,1991,cape cod,N, NULL ,46,2006,102555
1703,4231,41377 Smitham Cliff,237,Manteca,California,30663,condo,9,3,5300, NULL ,1936,country,Y, NULL ,64,2009,119212.5
1704,2558,498 Ken Brook,162,Gildastad,Illinois,49467,condo,6,4,3900, NULL ,2019,victorian,N, NULL ,47,2008,93720
1705,5083,6784 Loyce Spur,339,Lake Zetta,Wisconsin,20033,condo,8,6,5100, NULL ,1934,tudor,N, NULL ,61,2014,76800
1706,6925,169 Goldner Wells,178,Lowefield,North Dakota,17637,condo,2,2,1700, NULL ,1976,craftsman,N, NULL ,20,2007,43137.5
1707,3881,994 Glen Divide,434,Breitenbergfort,Connecticut,65454,condo,4,1,2600, NULL ,2017,cottage,N, NULL ,31,1993,120125
1708,7628,725 O'Connell Point,315,Fannieview,Kansas,84551,condo,2,1,1600, NULL ,2004,mediterranean,Y, NULL ,19,2017,16625
1709,9261,9952 Axel Trail,228,Stillwater,New Mexico,49057,condo,11,6,6600, NULL ,1985,ranch,Y, NULL ,79,1994,297900
1710,2284,3260 Sherman Rapids,319,Robbfurt,Michigan,90067,condo,8,5,5000, NULL ,2019,contemporary,N, NULL ,60,2016,60140
1711,7593,23409 Bogan Well,332,New Pascale,Ohio,10890,condo,7,1,4100, NULL ,1980,italian,Y, NULL ,49,2015,55125
1712,8412,8860 Rau Isle,270,O'Connerfurt,Virginia,85738,condo,12,8,7300, NULL ,1990,georgian,N, NULL ,88,1995,319000
1713,1968,3778 Sim Road,137,Anibalbury,Alaska,9424,condo,1,1,1100, NULL ,1992,greek,Y, NULL ,13,2008,26000
1714,9109,96978 Cronin Crossing,108,East Gideontown,Idaho,19709,condo,10,2,5700, NULL ,1996,french,N, NULL ,68,1992,273200
1715,2673,778 Ova Flats,133,Rosaview,Maine,83611,condo,11,10,7000, NULL ,2016,modern,N, NULL ,85,2004,211450
1716,2337,5482 Carter Land,166,North Bridgetfurt,Wyoming,62275,condo,8,6,5100, NULL ,1924,gothic,N, NULL ,61,2014,76800
1717,567,58138 Weldon Route,259,South Emerymouth,New Hampshire,26341,condo,8,2,4700, NULL ,2014,prairie,Y, NULL ,56,1994,211125
1718,8596,2002 Gibson Park,374,South Maddisonview,Connecticut,56524,condo,10,10,6500, NULL ,1920,rowhouse,N, NULL ,79,2011,127692.5
1719,3816,2379 Sincere Mountains,330,New Sabrina,Hawaii,2924,condo,12,3,6800, NULL ,1951,antebellum,N, NULL ,82,2010,142765
1720,1350,9365 Tomasa Rest,137,South Lilianfort,Vermont,84568,condo,8,4,4900, NULL ,2013,federal,Y, NULL ,59,1995,213367.5
1721,5342,6625 Cole Estate,454,Vinnieboro,Alaska,73327,condo,5,5,3500, NULL ,1962,farmhouse,Y, NULL ,42,2020,21070
1722,3186,63114 Zulauf Ford,315,Providencishire,Georgia,20044,condo,8,8,5300, NULL ,2000,saltbox,N, NULL ,64,2020,32000
1723,8590,196 Joy Estates,239,Southfield,Rhode Island,30757,condo,9,8,5800, NULL ,1926,A-frame,N, NULL ,70,2013,96250
1724,8746,263 Alphonso Ridges,350,Lake Domenico,Arkansas,63738,condo,2,2,1700, NULL ,1984,spanish,Y, NULL ,20,2018,15225
1725,7827,79792 Gerhold Path,280,Berwyn,North Dakota,99271,condo,11,3,6300, NULL ,1948,cabin,Y, NULL ,76,2011,122817.5
1726,4186,120 Andre Green,233,Arlington Heights,Wyoming,1678,condo,3,2,2200, NULL ,1949,colonial,N, NULL ,26,2006,59175
1727,1950,59837 Enola Squares,124,Fort Carlo,West Virginia,3213,condo,6,3,3800, NULL ,1958,cape cod,N, NULL ,46,2011,74067.5
1728,440,5918 Swaniawski Light,363,Fort Rheamouth,Maryland,8443,condo,5,1,3100, NULL ,1948,country,N, NULL ,37,1995,134125
1729,2483,50571 Wilbert Via,113,Garland,Michigan,13510,condo,10,2,5700, NULL ,2004,victorian,N, NULL ,68,2019,42687.5
1730,4330,769 Gertrude Crossing,157,Port Concepcionfield,Indiana,28384,condo,3,1,2100, NULL ,1987,tudor,N, NULL ,25,2013,34375
1731,6058,513 Lorine Forest,45,Shawncester,California,91189,condo,4,3,2800, NULL ,2009,craftsman,Y, NULL ,34,2015,37777.5
1732,5495,375 Hammes Mills,5,Spokane Valley,Rhode Island,1332,condo,5,2,3200, NULL ,1970,cottage,N, NULL ,38,2004,95750
1733,2054,56760 Ahmed Place,282,South Madelynfield,Minnesota,7841,condo,1,1,1100, NULL ,1933,mediterranean,N, NULL ,13,2021,4875
1734,3908,569 Thurman Parks,478,Pompano Beach,Iowa,6448,condo,2,2,1700, NULL ,1989,ranch,Y, NULL ,20,1996,71050
1735,5054,7477 Kaylee Wall,356,New Demond,Oregon,54380,condo,7,2,4200, NULL ,1936,contemporary,Y, NULL ,50,2015,56587.5
1736,9736,44221 Daisy Ways,54,South Violetland,Indiana,37118,condo,9,6,5600, NULL ,1937,italian,N, NULL ,67,2010,118020
1737,9657,97544 Carroll Rapids,398,East Delores,Arkansas,40257,condo,5,5,3500, NULL ,1957,georgian,N, NULL ,42,2023,5267.5
1738,8082,254 Schimmel Village,426,East Hartford,California,96142,condo,8,2,4700, NULL ,1949,greek,Y, NULL ,56,2011,91487.5
1739,9831,7240 Chloe Glens,79,Beavercreek,Wyoming,64449,condo,2,1,1600, NULL ,2024,french,Y, NULL ,19,2014,23750
1740,6983,106 Rolfson Alley,70,Bellingham,New Hampshire,51710,condo,10,4,5900, NULL ,1945,modern,Y, NULL ,71,2006,159435
1741,824,873 Terry Lodge,12,Port Lesley,North Carolina,87831,condo,12,3,6800, NULL ,1928,gothic,N, NULL ,82,2009,152962.5
1742,7138,6166 Goyette Glens,380,Julianneshire,Wyoming,12622,condo,8,3,4800, NULL ,1999,prairie,N, NULL ,58,2000,172740
1743,789,50944 Graham Courts,439,Schambergerport,Montana,43679,condo,7,7,4700, NULL ,1932,rowhouse,N, NULL ,57,1985,276510
1744,3094,279 Ignacio Village,106,New Clarabelleside,Vermont,20752,condo,5,5,3500, NULL ,1987,antebellum,Y, NULL ,42,2017,36872.5
1745,5954,18340 Baumbach Point,491,East Frankie,Rhode Island,30743,condo,11,4,6400, NULL ,2024,federal,N, NULL ,77,2007,163327.5
1746,2464,67605 Rodriguez Lodge,36,Napa,Idaho,22691,condo,9,1,5100, NULL ,1975,farmhouse,N, NULL ,61,2008,122000
1747,5285,9940 Dion Dam,423,Mortimerland,Oklahoma,47065,condo,9,5,5500, NULL ,1960,saltbox,N, NULL ,66,2010,115745
1748,2390,988 Jillian Passage,420,South Freidafort,Oregon,67342,condo,8,6,5100, NULL ,2004,A-frame,N, NULL ,61,2018,46080
1749,5629,960 Isabel Locks,140,New Trishahaven,Illinois,56494,condo,4,4,2900, NULL ,1935,spanish,N, NULL ,35,2014,43575
1750,4434,17890 Bartell Burgs,42,Alpharetta,Ohio,43971,condo,2,1,1600, NULL ,2020,cabin,Y, NULL ,19,2014,23750
1751,6462,869 Turner Viaduct,207,Port Monty,Wisconsin,58017,condo,2,1,1600, NULL ,1970,colonial,N, NULL ,19,2013,26125
1752,9087,664 Carter Ways,213,Franeckiview,Tennessee,41607,condo,1,1,1100, NULL ,1967,cape cod,N, NULL ,13,2021,4875
1753,8741,414 Veum Station,105,Jennieboro,North Carolina,29971,condo,3,2,2200, NULL ,1929,country,Y, NULL ,26,2010,46025
1754,1878,6482 Pagac Valley,187,Bergnaumton,Rhode Island,9443,condo,12,10,7500, NULL ,1983,victorian,N, NULL ,91,1998,294385
1755,9051,1893 Ursula Rapids,46,Wunschfort,Maine,14809,condo,11,11,7100, NULL ,1985,tudor,Y, NULL ,86,2000,257580
1756,5057,527 Shayna Hills,374,North Pansyton,Kentucky,10902,condo,8,6,5100, NULL ,1932,craftsman,Y, NULL ,61,2018,46080
1757,2537,90652 Nicolas Pine,435,Batzfurt,Minnesota,64484,condo,3,2,2200, NULL ,1998,cottage,N, NULL ,26,2004,65750
1758,9851,43724 Landen Shoal,443,Albertaville,Arizona,65371,condo,8,2,4700, NULL ,1920,mediterranean,Y, NULL ,56,2020,28150
1759,3486,9397 Gottlieb Fields,44,Charlotte,Rhode Island,70096,condo,3,1,2100, NULL ,1997,ranch,Y, NULL ,25,2009,46875
1760,5669,8739 Feeney Hills,87,Mireilleview,Pennsylvania,15084,condo,2,1,1600, NULL ,1961,contemporary,N, NULL ,19,2017,16625
1761,4417,4794 Hertha Ridge,144,Port Cheyanne,Florida,61073,condo,11,7,6700, NULL ,1932,italian,N, NULL ,81,2018,60540
1762,5262,6235 Leora Ford,289,Oakland,Missouri,31401,condo,1,1,1100, NULL ,1982,georgian,Y, NULL ,13,1990,55250
1763,554,7753 Woodrow Heights,20,Roobborough,Alaska,73535,condo,11,5,6500, NULL ,2012,greek,Y, NULL ,78,1989,341862.5
1764,9251,2254 Zulauf Wall,130,Shyanneview,New Jersey,94160,condo,10,5,6000, NULL ,1934,french,Y, NULL ,72,1993,279542.5
1765,4451,4431 Christiansen Stream,248,Batzview,Montana,92719,condo,7,5,4500, NULL ,1932,modern,Y, NULL ,54,1984,270700
1766,7424,708 Mylene Land,485,New Dave,North Carolina,69999,condo,9,7,5700, NULL ,1973,gothic,N, NULL ,69,1995,249110
1767,3849,25716 Jamie Orchard,173,South Berneice,Maine,33940,condo,8,8,5300, NULL ,1998,prairie,N, NULL ,64,2009,120000
1768,6717,75312 Frami Village,468,Lake Bentown,Washington,94484,condo,6,5,4000, NULL ,1923,rowhouse,Y, NULL ,48,2016,48140
1769,2472,26548 Everardo Cape,55,North Demetriusview,Nebraska,31174,condo,11,3,6300, NULL ,1994,antebellum,Y, NULL ,76,1986,359005
1770,1172,4554 Hoyt Islands,350,New Maurineton,Georgia,27685,condo,5,4,3400, NULL ,1995,federal,Y, NULL ,41,1992,163440
1771,6248,233 Labadie Hills,150,Lake Yoshiko,Pennsylvania,35911,condo,8,5,5000, NULL ,1955,farmhouse,Y, NULL ,60,1989,263112.5
1772,4647,8503 Gibson Landing,193,Renton,Louisiana,6168,condo,9,9,5900, NULL ,1940,saltbox,Y, NULL ,71,1986,338675
1773,3465,3771 Reinger Bridge,131,Joanfield,Texas,12352,condo,3,1,2100, NULL ,1952,A-frame,N, NULL ,25,1993,96875
1774,9141,292 Douglas Well,446,Kuvalisview,Tennessee,80827,condo,1,1,1100, NULL ,2010,spanish,N, NULL ,13,1992,52000
1775,4439,786 Goyette Flats,217,Waelchiville,Georgia,48136,condo,1,1,1100, NULL ,1921,cabin,Y, NULL ,13,2016,13000
1776,5910,9862 Sydnee Inlet,101,Grimesside,Rhode Island,48785,condo,5,1,3100, NULL ,1943,colonial,Y, NULL ,37,2017,32375
1777,7023,94155 Valentina Road,121,Jammiefield,Idaho,89339,condo,3,1,2100, NULL ,1985,cape cod,N, NULL ,25,2000,75000
1778,3302,844 Maximo Gardens,77,West Reneeboro,Alaska,59144,condo,7,6,4600, NULL ,1963,country,Y, NULL ,55,1993,214830
1779,6359,500 Farrell Street,241,North Savannahfurt,Maryland,2527,condo,3,2,2200, NULL ,2005,victorian,Y, NULL ,26,1998,85475
1780,4487,147 Purdy Forest,172,West Magali,New Mexico,55194,condo,10,9,6400, NULL ,1989,tudor,Y, NULL ,77,2000,231900
1781,4691,9622 O'Reilly Estate,448,Allen,New York,18084,condo,8,8,5300, NULL ,2010,craftsman,N, NULL ,64,2018,48000
1782,2786,5955 Nya View,177,Donnellyville,Louisiana,4005,condo,7,2,4200, NULL ,1968,cottage,Y, NULL ,50,1990,213775
1783,6755,542 Kristofer Oval,315,West Mary,Alabama,38061,condo,9,6,5600, NULL ,2010,mediterranean,N, NULL ,67,2018,50580
1784,8853,160 Schamberger Flat,198,Beaverton,New Mexico,54221,condo,1,1,1100, NULL ,2013,ranch,N, NULL ,13,2002,35750
1785,3313,26759 Justice Meadows,239,Lake Marcelina,Wyoming,66336,condo,8,2,4700, NULL ,1985,contemporary,N, NULL ,56,1990,239275
1786,4342,5880 Marianne Estate,385,East Carmine,Wisconsin,40993,condo,4,3,2800, NULL ,1942,italian,N, NULL ,34,1985,163702.5
1787,4966,78258 Precious Estate,11,New Joanny,North Carolina,62645,condo,4,2,2700, NULL ,2011,georgian,N, NULL ,32,2020,16150
1788,7675,477 Terry Well,243,Josefurt,Kansas,8903,condo,6,2,3700, NULL ,2012,greek,N, NULL ,44,2023,5537.5
1789,1614,8480 Ova Heights,33,Youngstown,Delaware,12239,condo,9,9,5900, NULL ,1965,french,Y, NULL ,71,1994,267375
1790,9366,61744 Murazik Mill,410,Brettfurt,South Carolina,53067,condo,1,1,1100, NULL ,1990,modern,Y, NULL ,13,2004,32500
1791,8925,807 Effertz Isle,17,North Arianna,Vermont,24040,condo,10,8,6300, NULL ,2003,gothic,Y, NULL ,76,1984,380000
1792,5272,38960 Camryn Station,240,Elsefield,West Virginia,20844,condo,9,7,5700, NULL ,1955,prairie,Y, NULL ,69,2002,188980
1793,6189,669 Murray Flat,495,Kissimmee,Oklahoma,89241,condo,10,2,5700, NULL ,1990,rowhouse,Y, NULL ,68,2017,59762.5
1794,7745,571 Wiegand Camp,253,Port Blaise,Alabama,43055,condo,9,4,5400, NULL ,1926,antebellum,Y, NULL ,65,2005,154042.5
1795,7735,91974 Towne Rue,323,Mount Pleasant,North Dakota,22469,condo,9,5,5500, NULL ,1927,federal,Y, NULL ,66,1997,223222.5
1796,9159,35180 Mertz Road,349,Madysontown,Oklahoma,55845,condo,4,3,2800, NULL ,2004,farmhouse,Y, NULL ,34,1995,121727.5
1797,69,96808 Winston Pine,365,Fort Kali,New Mexico,24782,condo,10,9,6400, NULL ,2022,saltbox,Y, NULL ,77,2003,202912.5
1798,1716,32284 Weber Bypass,315,Lake Lenny,Arizona,67996,condo,10,1,5600, NULL ,1949,A-frame,Y, NULL ,67,1996,234500
1799,6557,266 Lang Circles,454,Westland,North Carolina,97500,condo,11,8,6800, NULL ,1996,spanish,Y, NULL ,82,1985,399750
1800,2477,17638 Jaqueline Street,347,Lake Beaulahville,West Virginia,65986,condo,8,3,4800, NULL ,2003,cabin,Y, NULL ,58,2004,143950
1801,1343,50277 Haag Causeway,481,Port Humbertobury,Connecticut,54542,condo,3,3,2300, NULL ,1978,colonial,Y, NULL ,28,2003,72397.5
1802,9089,257 Goldner Loaf,389,West Denashire,Rhode Island,8543,condo,3,2,2200, NULL ,1924,cape cod,Y, NULL ,26,1993,101912.5
1803,916,36600 Bayer Avenue,152,Jackson,Pennsylvania,85543,condo,8,4,4900, NULL ,1939,country,N, NULL ,59,2010,103005
1804,6966,7632 Doyle Ridges,463,Odaville,Ohio,3119,condo,10,7,6200, NULL ,1991,victorian,Y, NULL ,75,1989,326900
1805,2162,2431 Daniel Centers,254,Noeliastad,Colorado,17151,condo,5,3,3300, NULL ,2005,tudor,N, NULL ,40,2023,4947.5
1806,9976,61195 Wilbert Harbors,271,Danielstad,North Carolina,22959,condo,5,4,3400, NULL ,2022,craftsman,N, NULL ,41,2022,10215
1807,5048,6879 Crooks Mount,5,South General,Indiana,481,condo,3,1,2100, NULL ,1944,cottage,N, NULL ,25,2011,40625
1808,4355,72981 Jewel Throughway,48,El Monte,Tennessee,54452,condo,7,1,4100, NULL ,1922,mediterranean,N, NULL ,49,2022,12250
1809,5594,62266 Myrtle Mission,386,Delano,Maine,88538,condo,5,2,3200, NULL ,1954,ranch,Y, NULL ,38,2000,114900
1810,2382,2471 Emiliano Rapids,394,Antelope,Georgia,68161,condo,9,2,5200, NULL ,1925,contemporary,N, NULL ,62,1998,202475
1811,1106,364 Durgan Curve,315,North Ida,Arizona,12141,condo,6,5,4000, NULL ,2017,italian,Y, NULL ,48,1997,162472.5
1812,2936,7657 Boyle Forks,24,West Devonteburgh,California,95388,condo,11,10,7000, NULL ,1977,georgian,Y, NULL ,85,2010,148015
1813,6634,21383 Flossie Square,108,Port Dixie,Florida,65194,condo,4,1,2600, NULL ,2000,greek,Y, NULL ,31,2013,42625
1814,5324,146 Haylee Burg,312,Port Daphnee,New Hampshire,56227,condo,4,1,2600, NULL ,2023,french,N, NULL ,31,2019,19375
1815,1298,56638 Koepp Squares,258,South Brody,Idaho,61847,condo,11,11,7100, NULL ,2021,modern,Y, NULL ,86,2021,32197.5
1816,7796,52936 Demarcus Causeway,19,East Caroleworth,Florida,89982,condo,9,5,5500, NULL ,2003,gothic,N, NULL ,66,1993,256292.5
1817,6537,42772 Kuhic Lakes,256,Gavinside,North Carolina,77882,condo,10,9,6400, NULL ,1947,prairie,Y, NULL ,77,2011,125612.5
1818,7793,719 Champlin Lane,154,Titusville,Utah,87531,condo,8,2,4700, NULL ,1994,rowhouse,Y, NULL ,56,1991,232237.5
1819,7451,341 Karley Shoals,340,Franeckihaven,Delaware,6391,condo,8,8,5300, NULL ,1966,antebellum,N, NULL ,64,2018,48000
1820,6273,709 Braulio Forge,109,Lynnton,New Mexico,72311,condo,6,6,4100, NULL ,1963,federal,Y, NULL ,49,2009,92700
1821,1503,7462 Nader Overpass,44,Beahanside,California,63163,condo,7,7,4700, NULL ,1926,farmhouse,N, NULL ,57,2022,14180
1822,5029,326 Krajcik Viaduct,23,New Julieton,Connecticut,36170,condo,7,3,4300, NULL ,1969,saltbox,Y, NULL ,52,2011,83817.5
1823,2841,61198 Jeffery Views,451,Perth Amboy,Kansas,3289,condo,2,2,1700, NULL ,2024,A-frame,N, NULL ,20,1996,71050
1824,8389,96142 Lindgren Hills,198,Lake Nettie,Maryland,92510,condo,12,9,7400, NULL ,1965,spanish,Y, NULL ,89,2012,133950
1825,4306,690 Hahn Place,484,Smithmouth,Alabama,34385,condo,8,2,4700, NULL ,1955,cabin,N, NULL ,56,1998,182975
1826,6363,5124 Frederick Centers,399,Libbyhaven,Georgia,37000,condo,8,3,4800, NULL ,1985,colonial,Y, NULL ,58,1992,230320
1827,8338,5124 McLaughlin Crest,116,Dothan,Louisiana,42413,condo,8,4,4900, NULL ,1983,cape cod,Y, NULL ,59,1990,250155
1828,5711,2700 Wilson Station,451,Catalina Foothills,New Hampshire,16190,condo,12,6,7100, NULL ,1922,country,N, NULL ,85,2021,32040
1829,5879,2078 Aufderhar Drive,485,New Kamronfort,Connecticut,11258,condo,10,1,5600, NULL ,1940,victorian,Y, NULL ,67,1993,259625
1830,1180,25787 Crona Burgs,244,North Angelinashire,North Dakota,47015,condo,7,3,4300, NULL ,1994,tudor,N, NULL ,52,2016,51580
1831,2453,992 Chandler Street,404,St. Louis Park,Nebraska,94914,condo,9,4,5400, NULL ,1930,craftsman,Y, NULL ,65,2021,24322.5
1832,5101,8709 Tre Plaza,58,Harrisburg,Vermont,16874,condo,9,8,5800, NULL ,1993,cottage,Y, NULL ,70,2009,131250
1833,6473,742 Spinka Mills,296,Dearborn,Indiana,72511,condo,8,7,5200, NULL ,1923,mediterranean,Y, NULL ,63,2000,188160
1834,4226,3978 Hermiston Hill,121,Lilamouth,Rhode Island,7637,condo,12,6,7100, NULL ,1925,ranch,Y, NULL ,85,1988,384480
1835,9269,2567 Anita Creek,127,Kleinworth,Iowa,40930,condo,10,9,6400, NULL ,1955,contemporary,Y, NULL ,77,2011,125612.5
1836,8950,735 Evelyn Plain,374,Schneiderborough,Massachusetts,55697,condo,3,2,2200, NULL ,2016,italian,N, NULL ,26,2013,36162.5
1837,5041,433 Percival Corner,487,South San Francisco,Rhode Island,6210,condo,11,6,6600, NULL ,2005,georgian,Y, NULL ,79,1993,307830
